title,creators,title_screen,abstract_screen,reason
Who's Breaking the Rules? Studying Conformance to the HTTP Specifications and its Security Impact,"Rautenstrauch, Jannis ; Stock, Ben",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Highlighting PARCOACH Improvements on MBI,"Virouleau, Philippe ; Saillard, Emmanuelle ; Sergent, Marc ; Lemarinier, Pierre",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
IEEE CEDA DATC: Expanding Research Foundations for IC Physical Design and ML-Enabled EDA,"Jung, Jinwook ; Kahng, Andrew B. ; Varadarajan, Ravi ; Wang, Zhiang",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Container Hardening Through Automated Seccomp Profiling,"Lopes, Nuno ; Martins, Rolando ; Correia, Manuel Eduardo ; Serrano, Sérgio ; Nunes, Francisco",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
A one-for-all and o(v log(v ))-cost solution for parallel merge style operations on sorted key-value arrays,"Wang, Bangyan ; Deng, Lei ; Sun, Fei ; Dai, Guohao ; Liu, Liu ; Wang, Yu ; Xie, Yuan",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Method for Continuous Integration and Deployment Using a Pipeline Generator for Agile Software Projects,"Donca, Ionut-Catalin ; Stan, Ovidiu Petru ; Misaros, Marius ; Gota, Dan ; Miclea, Liviu",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Machine Learning Enhanced Quantum-Safe Encryption: A Novel Optimisation Framework,"Ahmad, Rizwan ; Hossain, Md Akbar ; Mollick, Tajrian ; Sabuj, Saifur Rahman",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Quarkus: Get started with Kubernetes-native Java,"Tyson, Matthew",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
geneshot: gene-level metagenomics identifies genome islands associated with immunotherapy response,"Minot, Samuel S. ; Barry, Kevin C. ; Kasman, Caroline ; Golob, Jonathan L. ; Willis, Amy D.",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Software Defect Prediction With Quantum‐Inspired Feature Selection,"Uddin, Mohammad Salah",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
What’s new in Kubernetes 1.22,"Yegulalp, Serdar",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
What is Docker? The spark for the container revolution,"Yegulalp, Serdar",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Research Code Sharing in Support of Gold Standard Science,"Klonoff, David C. ; Espinoza, Juan ; Mader, Julia K. ; Heinemann, Lutz ; Cobelli, Claudio ; Kerr, David ; Kovatchev, Boris ; Najafi, Bijan ; Prahalad, Priya ; Zheng, Yaguang ; Shao, Mandy M. ; Scheideman, Agatha F. ; DuNova, Ashley Y. ; Kohn, Michael ; Umpierrez, Guillermo E. ; Wong, Tien Y. ; Abdel Malek, Aiman ; Agus, Michael S. D. ; Ahn, David T. ; AlSaad, Rawan ; Al-Sofiani, Mohammed E. ; Armstrong, David ; Arnold, Mark A. ; Bee, Yong Mong ; Bequette, B. Wayne ; Bellazzi, Riccardo ; Cengiz, Eda ; Chase, J. Geoffrey ; Chen, Haipeng ; Chen, Jake Y. ; Cichosz, Simon L. ; Cinar, Ali ; Clements, Mark A. ; Close, Kelly L. ; Cuadros, Jorge ; Contreras, Ivan ; Datta, Gora ; Dhatariya, Ketan ; Doyle, Francis J. ; Drincic, Andjela ; Facchinetti, Andrea ; Fleming, G. Alexander ; Foreman, Joshua ; Gabbay, Monica A. L. ; Gutierrez-Osuna, Ricardo ; Healey, Elizabeth ; Hoang, Thanh D. ; Jacobs, Peter G. ; Kulzer, Bernhard ; La Belle, Jeff ; Lee, Aaron Y. ; Lee, Cecilia S. ; Lee, Wei-An ; Liepmann, Dorian ; Maahs, David ; Mathioudakis, Nestoras ; Meo, Sultan A. ; Metwally, Ahmed A. ; Misra, Shivani ; Mohan, Viswanathan ; Moon, Sun-Joon ; Raeder, Helge ; Rhee, Connie ; Rhee, Eun-Jung ; Scheinker, David ; Shah, Viral N. ; Sheng, Bin ; Snyder, Michael P. ; Sode, Koji ; Spanakis, Elias K. ; Svensson, Jannet ; Vaswani, Nitin ; Vareth, Maryam ; Vehi, Josep ; Wallia, Amisha ; Waki, Kayo ; Wang, Tao ; Williams, Eric ; Wolf, Risa M. ; Wong, Jenise C. ; Yeshiwas, Sewagegn ; Zilbermint, Mihail ; Shah, Shahid N.",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
PatchTrack: A comprehensive analysis of ChatGPT’s influence on pull request outcomes,"Ogenrwot, Daniel ; Businge, John",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Vibe Code Bench: Evaluating AI Models on End-to-End Web Application Development,"Tran, Hung ; Nashold, Langston ; Krishnan, Rayan ; Bigeard, Antoine ; Gu, Alex",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
PASTA-4-PHT: a pipeline for automated security and technical audits for the personal health train,"Welten, Sascha ; Kindermann, Karl ; Polat, Ahmet ; Görz, Martin ; Jugl, Maximilian ; Neumann, Laurenz ; Neumann, Alexander ; Lohmöller, Johannes ; Pennekamp, Jan ; Decker, Stefan",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Validating the knowledge bank approach for personalized prediction of survival in acute myeloid leukemia: a reproducibility study,"Xu, Yujun ; Mansmann, Ulrich",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
CNSD-Par: container network isolation scheme based on behavioral similarity,"He, Xinfeng ; Miao, Ruifeng",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
DOJO: Applied Cybersecurity Education in the Browser,"Nelson, Connor ; Shoshitaishvili, Yan",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Toward practical transparent verifiable and long-term reproducible research using Guix,"Vallet, Nicolas ; Michonneau, David ; Tournier, Simon",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Linux-based IoT Benchmark Generator For Firmware Security Analysis Tools,"de Ruck, Dairo ; Goeman, Victor ; Willocx, Michiel ; Lapon, Jorn ; Naessens, Vincent",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Explodox: unleashing exploit-DB data for automated exploits generation: ExploDox: unleashing Exploit-DB data for automated exploits,"d’Ambrosio, Nicola ; Pacchiano, Vittoria ; Perrone, Gaetano ; Romano, Simon Pietro",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
An AI-Enabled Cyber-Resilience Index for Industrial Control Systems: Integrating Regulatory Compliance and Geopolitical Exposure on the NATO-EU Eastern Flank,"Boșcoianu, Mircea ; Samburschii, Veaceslav ; Goga, Alexandru Silviu ; Posa, Marius Viorel",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
FFIS: Design and Development of a Domestic Fruit Freshness Recognition System,"Liu, Xiayu ; Ke, Zhu ; Ding, Yuanhao ; Tang, Yingshan ; Song, Yuqiang",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
The Small Container: Lightweight Compute for Multi-architecture Cloud-Edge Systems,"Kakati, Sangeeta ; Brorsson, Mats",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Enhancing Security and Trust in Internet of Things through Meshtastic Protocol Utilising Low-Range Technology,"Messina, Fabrizio ; Santoro, Corrado ; Santoro, Federico Fausto",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Less is More? An Empirical Study on Configuration Issues in Python PyPI Ecosystem,"Peng, Yun ; Hu, Ruida ; Wang, Ruoke ; Gao, Cuiyun ; Li, Shuqing ; Lyu, Michael R.",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
ModuleGuard: Understanding and Detecting Module Conflicts in Python Ecosystem,"Zhu, Ruofan ; Wang, Xingyu ; Liu, Chengwei ; Xu, Zhengzi ; Shen, Wenbo ; Chang, Rui ; Liu, Yang",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Fostering Trustworthiness of Federated Learning Ecosystem through Realistic Scenarios,"Psaltis, Athanasios ; Zafeirouli, Kassiani ; Leškovský, Peter ; Bourou, Stavroula ; Vásquez-Correa, Juan Camilo ; García-Pablos, Aitor ; Cerezo Sánchez, Santiago ; Dimou, Anastasios ; Patrikakis, Charalampos Z. ; Daras, Petros",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Continuously Accelerating Research,"Barr, Earl ; Bell, Jonathan ; Hilton, Michael ; Mechtaev, Sergey ; Timperley, Christopher",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
LPaaS as Micro-Intelligence: Enhancing IoT with Symbolic Reasoning,"Calegari, Roberta ; Ciatto, Giovanni ; Mariani, Stefano ; Denti, Enrico ; Omicini, Andrea",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
The design and implementation of the wolfram language compiler,"Dakkak, Abdul ; Wickham-Jones, Tom ; Hwu, Wen-mei",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Knowledge-based environment dependency inference for python programs,"Ye, Hongjie ; Chen, Wei ; Dou, Wensheng ; Wu, Guoquan ; Wei, Jun",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Sustainable data analysis with Snakemake [version 2; peer review: 2 approved],"Mölder, Felix ; Jablonski, Kim Philipp ; Letcher, Brice ; Hall, Michael B ; Tomkins-Tinch, Christopher H ; Sochat, Vanessa ; Forster, Jan ; Lee, Soohyun ; Twardziok, Sven O ; Kanitz, Alexander ; Wilm, Andreas ; Holtgrewe, Manuel ; Rahmann, Sven ; Nahnsen, Sven ; Köster, Johannes",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
"Noise and neglect: Social-media signals expose attention gaps for dengue, chikungunya, lymphatic filariasis and kala-azar in India’s vector-borne NTDs","Konhar, Ruchishree ; Lalsanga, James K. ; Biswal, Devendra Kumar",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Simultaneous repression of multiple bacterial genes using nonrepetitive extra-long sgRNA arrays,"Reis, Alexander C. ; Halper, Sean M. ; Vezeau, Grace E. ; Cetnar, Daniel P. ; Hossain, Ayaan ; Clauer, Phillip R. ; Salis, Howard M.",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
ACbot: an IIoT platform for industrial robots,"WANG, Rui ; MOU, Xudong ; WO, Tianyu ; ZHANG, Mingyang ; LIU, Yuxin ; WANG, Tiejun ; LIU, Pin ; YAN, Jihong ; LIU, Xudong",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
A Semantic Learning-Based SQL Injection Attack Detection Technology,"Lu, Dongzhe ; Fei, Jinlong ; Liu, Long",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Cross: a cloud-native approach to automated remediation and self-healing in cyber-physical systems,"Johnphill, Obinna ; Sadiq, Ali Safaa ; Kaiwartya, Omprakash ; Taheir, Mohammed Adam",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Analysis and Interpretation of metagenomics data: an approach,"Navgire, Gauri S. ; Goel, Neha ; Sawhney, Gifty ; Sharma, Mohit ; Kaushik, Prashant ; Mohanta, Yugal Kishore ; Mohanta, Tapan Kumar ; Al-Harrasi, Ahmed",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
From Ahead-of- to Just-in-Time and Back Again: Static Analysis for Unix Shell Programs,"Lazarek, Lukas ; Jung, Seong-Heon ; Lamprou, Evangelos ; Li, Zekai ; Narsipur, Anirudh ; Zhao, Eric ; Greenberg, Michael ; Kallas, Konstantinos ; Mamouras, Konstantinos ; Vasilakis, Nikos",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
"Design, Containerization and Performance of Distributed Evolutionary Computation","Zenisek, Jan ; Bachinger, Florian ; Haider, Christian ; Holzinger, Florian ; Neuhauser, Philipp ; Pitzer, Erik ; Wagner, Stefan ; Affenzeller, Michael",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
